央视频道,#genre#
斗鱼动漫-动漫二次元,https://epg.pw/stream/2d51fb7cd382f655ba1265717d447e390c568c39211acdf4f858164b6476aa81.ctv
斗鱼动漫-回首往事仨房间画面,https://epg.pw/stream/33688aa80824678237ad96d5cfe1dced50aeb538d8494bf8bed09819e857b4cf.ctv
斗鱼动漫-名侦探柯南2,https://epg.pw/stream/739529cb1ee8f3145b80930a6f0fcef22a93a4bc651f117fc42cf4b4e24c28d7.ctv
斗鱼动漫-柯南2,https://epg.pw/stream/7d5866a3df5d2402baec5051958ec933a090c2205c3a535d6b842541406b2a73.ctv
斗鱼动漫-柯南3,https://epg.pw/stream/ae335b5e024f28c376253c3b9549fc3b47594c55f18457bfa210f33dc28b8b8a.ctv
斗鱼动漫-忍者神龟 (480p),http://www.alibabapictures.com/movies/shenggui/poyingerchu.mp4
斗鱼动漫-工藤新醫heart,https://epg.pw/stream/2efb6f3388e7cce136a04a48d549b3e3b33ca4f1fd9060e50fc4732a984a9e41.ctv
斗鱼动漫-灌籃高手,https://epg.pw/stream/e2f4028ffeb1d81a49f5d12cf6170c89deba396d6c45460f0d4521a611be2d23.ctv
斗鱼动漫-开心锤锤,https://epg.pw/stream/7ee56fd4e645edec323d58385041a6cf3a385f9e3ac7d96fb711add2e97dace1.ctv
斗鱼动漫-夜與白鯨v,https://epg.pw/stream/e0bd1161a3b0577420d5ea7b7ae592a321191b9c0e302bb1af87229d09e88b26.ctv
斗鱼动漫-阿軒速看,https://epg.pw/stream/f055721fa7a610a9cde880e2f4dc42ebf34e0b613f0c4c2ce2f73a4043044527.ctv
斗鱼动漫-鬥羅鬥破,https://epg.pw/stream/3e9fd479ebb0d45dc9e9d5ec37df9d117ad0f089330d3795cd31736e1d9b862c.ctv
斗鱼动漫-鬥羅鬥破動漫,https://epg.pw/stream/51c63d0f30793c9c07c74e30741737c2f40b8d1d60687d93e790a51ad5a5736d.ctv
斗鱼动漫-新约妙妙妙,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch45-2.m3u8
斗鱼动漫解说,#genre#
斗鱼动漫解说-口音贼重的解说直播间,http://159.75.85.63:35455/douyu/9734098
斗鱼动漫解说-卡卡罗特,http://159.75.85.63:35455/douyu/7286439
斗鱼动漫解说-战斗吧！热血动漫全看,http://159.75.85.63:35455/douyu/9641152
斗鱼教学,#genre#
斗鱼教学-剪辑/特效教学,http://159.75.85.63:35455/douyu/9455480
斗鱼教学-上海晓龙摄影摄像,http://159.75.85.63:35455/douyu/2813016
斗鱼教学-同学们快进来学知识,http://159.75.85.63:35455/douyu/8799739
斗鱼垂钓,#genre#
斗鱼垂钓-游钓中国,http://159.75.85.63:35455/douyu/791411
斗鱼垂钓-【路亚钓鱼】韩国美女在线钓鱼,http://159.75.85.63:35455/douyu/10616765
斗鱼垂钓-【钓鱼】最专业的路亚钓法,http://159.75.85.63:35455/douyu/9974427
斗鱼垂钓-【中国海钓王游钓世界,http://159.75.85.63:35455/douyu/9329608
斗鱼垂钓-书岳钓鱼的直播间,http://159.75.85.63:35455/douyu/10100206
斗鱼垂钓-【日常野钓】游钓黑坑一疯子,http://159.75.85.63:35455/douyu/10103411
虎牙电影,#genre#
虎牙电影-超级英雄电影,http://159.75.85.63:35455/huya/11352950
虎牙电影-动作电影来啦,http://159.75.85.63:35455/huya/11602077
虎牙电影-[诺兰电影] 科幻史诗巨作！,http://159.75.85.63:35455/huya/30080257
虎牙电影-怪兽宇宙电影！哥斯拉大战金刚,http://159.75.85.63:35455/huya/29982674
虎牙电影-【丧尸来啦】搞笑奇葩僵尸,http://159.75.85.63:35455/huya/11342422
虎牙电影-漫威英雄,http://159.75.85.63:35455/huya/26355802
虎牙电影-科幻 灾难 悬疑 惊悚系列,http://159.75.85.63:35455/huya/19807776
虎牙电影-丧尸来啦,http://159.75.85.63:35455/huya/11342422
虎牙电影-硬科幻是男人的浪漫,http://159.75.85.63:35455/huya/21059554
虎牙电影-超级英雄,http://159.75.85.63:35455/huya/26355829
虎牙电影-怪物进化史大全,http://159.75.85.63:35455/huya/21059602
虎牙电影-经典科幻系列,http://159.75.85.63:35455/huya/22298809
虎牙电影-鬼片专场,http://159.75.85.63:35455/huya/23796393
虎牙电影-【周星星】星爷经典不间断,http://159.75.85.63:35455/huya/11342412
虎牙电影-周星驰 关掉它,http://159.75.85.63:35455/huya/26508934
虎牙电影-够劲，就是中国功夫,http://159.75.85.63:35455/huya/11352941
虎牙电影-那些年的香gang贺岁片,http://159.75.85.63:35455/huya/11601971
虎牙电影-【王晶】港风导演代表,http://159.75.85.63:35455/huya/11602058
虎牙电影-洪金宝·童年回忆杀,http://159.75.85.63:35455/huya/11279251
虎牙电影-周润发电影,http://159.75.85.63:35455/huya/11342387
虎牙电影-成龙经典武打动作片,http://159.75.85.63:35455/huya/11342386
虎牙电影-李连杰国语经典动作电影,http://159.75.85.63:35455/huya/26058097
虎牙电影-刘德华电影_经典系列,http://159.75.85.63:35455/huya/11342424
虎牙电影-千面影帝梁家辉,http://159.75.85.63:35455/huya/11342429
虎牙电影-【古天乐】古仔帅气开打,http://159.75.85.63:35455/huya/29982675
虎牙电影-英叔护体 | 林正英搞笑僵尸系列,http://159.75.85.63:35455/huya/11342421
虎牙电影-林正英僵尸片蓝光60帧画质,http://159.75.85.63:35455/huya/30186662
虎牙电影-【林正英】僵尸猛鬼电影,http://159.75.85.63:35455/huya/25129377
虎牙电影-历年贺岁档,http://159.75.85.63:35455/huya/11601986
虎牙电影-【警匪】,http://159.75.85.63:35455/huya/11352886
虎牙电影-哈利波特,http://159.75.85.63:35455/huya/29982669
虎牙电影-【黑帮大片】,http://159.75.85.63:35455/huya/11336719
虎牙电影-【五福星】,http://159.75.85.63:35455/huya/11282233
虎牙电影-不挤电影院也能笑着过春节,http://159.75.85.63:35455/huya/11352897
虎牙电影-好看电影,http://159.75.85.63:35455/huya/29451292
虎牙电影-在线点播电影呀,http://159.75.85.63:35455/huya/23059234
虎牙电影-各大搞笑悬疑武打犯罪电影精彩不断,http://159.75.85.63:35455/huya/28399916
虎牙电影-玄幻剧场,http://159.75.85.63:35455/huya/11342414
虎牙电影-【女神系列】,http://159.75.85.63:35455/huya/11336571
虎牙电影-来人！一起看,http://159.75.85.63:35455/huya/28992614
虎牙电影-周末愉快：今晚想看沈腾还是林正英,http://159.75.85.63:35455/huya/128365
虎牙电影-一起来看丧尸了,http://159.75.85.63:35455/huya/9432791
虎牙电影-欢迎来到暴走君丶阿罪的直播间,http://159.75.85.63:35455/huya/11342423
虎牙电影-狂鸟影院,http://159.75.85.63:35455/huya/520gtt
虎牙电影-看完你也学不会系列,http://159.75.85.63:35455/huya/11352945
虎牙电影-星光武功台,http://159.75.85.63:35455/huya/28954842
虎牙电影-古墓系列·去冒险吧！,http://159.75.85.63:35455/huya/11352913
虎牙电影-盗墓还得看经典的,http://159.75.85.63:35455/huya/21059552
虎牙电影-si神来了系列,http://159.75.85.63:35455/huya/11352903
虎牙电影-欢迎来到笙歌的直播间,http://159.75.85.63:35455/huya/11352965
虎牙电影-欢迎来到暴走君丶阿罪的直播间,http://159.75.85.63:35455/huya/11342423
虎牙电影-御姐陪看,http://159.75.85.63:35455/huya/29985109
虎牙连续剧,#genre#
虎牙连续剧-鬼吹灯系列,http://159.75.85.63:35455/huya/25154601
虎牙连续剧-鬼吹灯全集,http://159.75.85.63:35455/huya/29768105
虎牙连续剧-鬼吹灯,http://159.75.85.63:35455/huya/29796043
虎牙连续剧-鬼吹灯系列,http://159.75.85.63:35455/huya/11602075
虎牙连续剧-云南虫谷,http://159.75.85.63:35455/huya/11352898
虎牙连续剧-寻龙分金看缠山,http://159.75.85.63:35455/huya/631395
虎牙连续剧-摸金校尉造访龙岭,http://159.75.85.63:35455/huya/29465863
虎牙连续剧-鬼吹灯之怒晴湘西,http://159.75.85.63:35455/huya/23011501
虎牙连续剧-鬼吹灯虐我千百遍 我待鬼吹灯如初恋,http://159.75.85.63:35455/huya/11352883
虎牙连续剧-沙海,http://159.75.85.63:35455/huya/26355786
虎牙连续剧-怒海潜沙 秦岭神树,http://159.75.85.63:35455/huya/11342415
虎牙连续剧-亮剑,http://159.75.85.63:35455/huya/30080238
虎牙连续剧-特战荣耀,http://159.75.85.63:35455/huya/30080252
虎牙连续剧-我是特种兵,http://159.75.85.63:35455/huya/25733882
虎牙连续剧-风筝,http://159.75.85.63:35455/huya/30080225
虎牙连续剧-你怎么看待六子哥,http://159.75.85.63:35455/huya/11602086
虎牙连续剧-勇敢的心,http://159.75.85.63:35455/huya/11602037
虎牙连续剧-雪豹,http://159.75.85.63:35455/huya/29580970
虎牙连续剧-军旅,http://159.75.85.63:35455/huya/11336578
虎牙连续剧-许三多军营成长史,http://159.75.85.63:35455/huya/11342430
虎牙连续剧-交通站,http://159.75.85.63:35455/huya/11342433
虎牙连续剧-芈月,http://159.75.85.63:35455/huya/11352975
虎牙连续剧-金庸经典剧 24小时轮播,http://159.75.85.63:35455/huya/11602082
虎牙连续剧-笑傲江湖,http://159.75.85.63:35455/huya/23865142
虎牙连续剧-倚天屠龙记,http://159.75.85.63:35455/huya/11342403
虎牙连续剧-天龙八部,http://159.75.85.63:35455/huya/23903123
虎牙连续剧-张君宝,http://159.75.85.63:35455/huya/26355824
虎牙连续剧-三国,http://159.75.85.63:35455/huya/11352944
虎牙连续剧-87版红楼梦,http://159.75.85.63:35455/huya/30080221
虎牙连续剧-铁齿铜ya纪晓岚,http://159.75.85.63:35455/huya/11342396
虎牙连续剧-父母爱情,http://159.75.85.63:35455/huya/11602071
虎牙连续剧-水浒,http://159.75.85.63:35455/huya/26355860
虎牙连续剧-雍正,http://159.75.85.63:35455/huya/11342439
虎牙连续剧-朱重八,http://159.75.85.63:35455/huya/30145009
虎牙连续剧-李卫,http://159.75.85.63:35455/huya/26355788
虎牙连续剧-隋唐演义,http://159.75.85.63:35455/huya/30080219
虎牙连续剧-乌龙闯情关,http://159.75.85.63:35455/huya/26355767
虎牙连续剧-扫黑风暴,http://159.75.85.63:35455/huya/11342404
虎牙连续剧-法证先锋,http://159.75.85.63:35455/huya/23863804
虎牙连续剧-重案六组,http://159.75.85.63:35455/huya/30080239
虎牙连续剧-封神榜,http://159.75.85.63:35455/huya/23749096
虎牙连续剧-新白娘子,http://159.75.85.63:35455/huya/26355768
虎牙连续剧-宝莲灯,http://159.75.85.63:35455/huya/21059557
虎牙连续剧-埋堆堆港剧,http://159.75.85.63:35455/huya/23735126
虎牙连续剧-星际迷航,http://159.75.85.63:35455/huya/30080232
虎牙动漫,#genre#
虎牙动漫-异人,http://159.75.85.63:35455/huya/11352869
虎牙动漫-全职法师,http://159.75.85.63:35455/huya/26355772
虎牙动漫-【七龍珠改】,http://159.75.85.63:35455/huya/11601966
虎牙动漫-火影,http://159.75.85.63:35455/huya/11342385
虎牙动漫-火影,http://159.75.85.63:35455/huya/29465866
虎牙动漫-柯南,http://159.75.85.63:35455/huya/30080236
虎牙动漫-柯南,http://159.75.85.63:35455/huya/28634344
虎牙动漫-柯南,http://159.75.85.63:35455/huya/19232453
虎牙动漫-柯南,http://159.75.85.63:35455/huya/29847482
虎牙动漫-从前有座灵剑山人,http://159.75.85.63:35455/huya/11352896
虎牙动漫-斗罗,http://159.75.85.63:35455/huya/11352906
虎牙动漫-全职猎人,http://159.75.85.63:35455/huya/30080254
虎牙动漫-哆啦A梦,http://159.75.85.63:35455/huya/11601963
虎牙动漫-【中华小当家】,http://159.75.85.63:35455/huya/11342413
yy电影,#genre#
yy电影-成龙经典 动作,http://159.75.85.63:35455/yy/34460526
yy电影-超然巨作,http://159.75.85.63:35455/yy/29170933
yy电影-顶级动作电影,http://159.75.85.63:35455/yy/24923327
yy电影-赌神片 动作片 港片,http://159.75.85.63:35455/yy/1355112116
yy电影-港片 赌片 动作,http://159.75.85.63:35455/yy/24921161
yy电影-科幻电影,http://159.75.85.63:35455/yy/1355065896
yy电影-林正英 僵尸 鬼片,http://159.75.85.63:35455/yy/30668277
yy电影-林正英 僵尸 鬼片,http://159.75.85.63:35455/yy/1351505899
yy电影-X战警系列电影,http://159.75.85.63:35455/yy/1382736893
yy电影-奥斯卡战争大片,http://159.75.85.63:35455/yy/1354932397
yy电影-变形金刚,http://159.75.85.63:35455/yy/1382736803
yy电影-布丁-玄幻电影正在直播,http://159.75.85.63:35455/yy/1455460998
yy电影-超激烈的猎食场面,http://159.75.85.63:35455/yy/1382749898
yy电影-超精彩武打场景,http://159.75.85.63:35455/yy/1354936131
yy电影-超英集结,http://159.75.85.63:35455/yy/1382745091
yy电影-成龙系列,http://159.75.85.63:35455/yy/1354888751
yy电影-盗暮惊悚妖魔,http://159.75.85.63:35455/yy/1382765507
yy电影-动作大片,http://159.75.85.63:35455/yy/1354930887
yy电影-第一滴血全集,http://159.75.85.63:35455/yy/1354932355
yy电影-,http://159.75.85.63:35455/yy/1461140888
yy电影-古惑仔全集,http://159.75.85.63:35455/yy/1354507447
yy电影-大家都在看的警匪片,http://159.75.85.63:35455/yy/1354930964
yy电影-大江大河-高分影视推荐,http://159.75.85.63:35455/yy/1382736806
yy电影-大进军全集：红色系列电影,http://159.75.85.63:35455/yy/1382745083
yy电影-赌神-发哥,http://159.75.85.63:35455/yy/1354889044
yy电影-风靡全球的谍战片,http://159.75.85.63:35455/yy/1382736817
yy电影-敢死队-精彩动作电影,http://159.75.85.63:35455/yy/1382735573
yy电影-港片赌片 3000部,http://159.75.85.63:35455/yy/1355076627
yy电影-港片鬼片全集,http://159.75.85.63:35455/yy/1459869766
yy电影-高分港剧合集,http://159.75.85.63:35455/yy/1382735542
yy电影-鬼怪恐怖惊辣,http://159.75.85.63:35455/yy/1382748585
yy电影-鬼片.惊悚.港片,http://159.75.85.63:35455/yy/1355497884
yy电影-鬼片3000,http://159.75.85.63:35455/yy/1460889796
yy电影-鬼片恐怖私人影院,http://159.75.85.63:35455/yy/1354952229
yy电影-国产大片电影,http://159.75.85.63:35455/yy/1354926655
yy电影-国产动作电影,http://159.75.85.63:35455/yy/1382736858
yy电影-国产喜剧,http://159.75.85.63:35455/yy/1382735584
yy电影-国内动作电影,http://159.75.85.63:35455/yy/1382745176
yy电影-国内侦探电影大全,http://159.75.85.63:35455/yy/1354936134
yy电影-国内最新战争大片,http://159.75.85.63:35455/yy/1382745189
yy电影-国外高分大片,http://159.75.85.63:35455/yy/1382736867
yy电影-国外黑色喜剧：冷幽默小剧场,http://159.75.85.63:35455/yy/1382745175
yy电影-哈利波特全集,http://159.75.85.63:35455/yy/1382745105
yy电影-豪哥带我们发财,http://159.75.85.63:35455/yy/23402146
yy电影-黑衣人1、2—动作喜剧大片,http://159.75.85.63:35455/yy/1354930936
yy电影-洪金宝福星系列,http://159.75.85.63:35455/yy/1354924839
yy电影-胡歌不见不散,http://159.75.85.63:35455/yy/1356355983
yy电影-霍比特人电影系列,http://159.75.85.63:35455/yy/1354930967
yy电影-机场超燃警匪片,http://159.75.85.63:35455/yy/1382735576
yy电影-解放：苏联战争巨片,http://159.75.85.63:35455/yy/1354936249
yy电影-金陵十三钗：张艺谋执导战争大片,http://159.75.85.63:35455/yy/1354936238
yy电影-尽享国内精彩战争片,http://159.75.85.63:35455/yy/1382745094
yy电影-经典电影 电视剧,http://159.75.85.63:35455/yy/1354690927
yy电影-经典港片电影,http://159.75.85.63:35455/yy/1382793140
yy电影-经典搞笑影片,http://159.75.85.63:35455/yy/1382749878
yy电影-老卓电影,http://159.75.85.63:35455/yy/1354770516
yy电影-林正英经典,http://159.75.85.63:35455/yy/1353312849
yy电影-摸金 盗暮,http://159.75.85.63:35455/yy/1459714870
yy电影-美国队长史蒂夫,http://159.75.85.63:35455/yy/1382736813
yy电影-脑洞大开的精彩科幻片,http://159.75.85.63:35455/yy/1382736723
yy电影-热血抗日电影,http://159.75.85.63:35455/yy/1382749907
yy电影-末日系列-外国电影合集,http://159.75.85.63:35455/yy/1354889019
yy电影-失忆24小时：绑架失踪案,http://159.75.85.63:35455/yy/1382749890
yy电影-速度与激情全集,http://159.75.85.63:35455/yy/1382749892
yy电影-太空生命？高分科幻电影开播,http://159.75.85.63:35455/yy/1382851586
yy电影-外国科幻大片,http://159.75.85.63:35455/yy/1382747628
yy电影-小鬼当家-童年回忆,http://159.75.85.63:35455/yy/1382745104
yy电影-星爷经典-百看不厌,http://159.75.85.63:35455/yy/1382736808
yy电影-战争大片-国外电影,http://159.75.85.63:35455/yy/1382736857
yy电影-侦探烧脑电影-悬疑,http://159.75.85.63:35455/yy/1382735543
yy电影-银河护卫队-国外科幻巨作,http://159.75.85.63:35455/yy/1382736815
yy电影-岳云鹏-屌丝也能追到美女,http://159.75.85.63:35455/yy/1382736882
yy电影-岳云鹏宋小宝也来演电影了？,http://159.75.85.63:35455/yy/1354926612
yy电影-笑到飞起！阿拉丁与神灯,http://159.75.85.63:35455/yy/1382749950
yy电影-重返校园电影合集,http://159.75.85.63:35455/yy/1354930965
YY影视剧,#genre#
【战狼4】吴京老师,http://159.75.85.63:35455/yy/1354784284
超燃科幻大片：明日边缘,http://159.75.85.63:35455/yy/1382736835
大话西游至尊宝,http://159.75.85.63:35455/yy/1382851590
毒液：致命守护者,http://159.75.85.63:35455/yy/1382745095
赌神3之少年赌神,http://159.75.85.63:35455/yy/1382749912
港片—两公婆八条心,http://159.75.85.63:35455/yy/1382736917
哥斯拉1,http://159.75.85.63:35455/yy/1382736833
海王-院线大片,http://159.75.85.63:35455/yy/1354936142
鲨卷风：鲨鱼市区作乱,http://159.75.85.63:35455/yy/1382736851
四大名捕2,http://159.75.85.63:35455/yy/1382736916
战狼10086,http://159.75.85.63:35455/yy/1382773686
珍珠港-电影,http://159.75.85.63:35455/yy/1354936234
yy电视剧,#genre#
《石敢当》六耳猕猴,http://159.75.85.63:35455/yy/1394156613
【电视剧】天下第一,http://159.75.85.63:35455/yy/1354780649
【狂飙2老默】首播,http://159.75.85.63:35455/yy/1354790484
【天龙八部】蓝光超清,http://159.75.85.63:35455/yy/28996058
【新三国】,http://159.75.85.63:35455/yy/1382851415
【新三国】蓝光版,http://159.75.85.63:35455/yy/1382705738
【新三国】萌儿陪看,http://159.75.85.63:35455/yy/29216766
24小时循环播电视剧,http://159.75.85.63:35455/yy/53320802
8090年的热血与回忆,http://159.75.85.63:35455/yy/1356243352
83射雕英雄传,http://159.75.85.63:35455/yy/1354210357
宝莲灯前传,http://159.75.85.63:35455/yy/1354931631
爆笑抗日！厨子戏子痞子,http://159.75.85.63:35455/yy/1354930816
穿越时空的爱恋,http://159.75.85.63:35455/yy/1382735567
炊事班的故事II,http://159.75.85.63:35455/yy/1382736885
炊事班的故事III,http://159.75.85.63:35455/yy/1382736716
大汉天子S3,http://159.75.85.63:35455/yy/1382736810
大唐狄公案,http://159.75.85.63:35455/yy/1355171357
大唐双龙传,http://159.75.85.63:35455/yy/1354930979
弹幕天团 下饭神剧,http://159.75.85.63:35455/yy/23512910
狄仁杰等你哦,http://159.75.85.63:35455/yy/1457579747
都挺好-电视剧,http://159.75.85.63:35455/yy/1382736892
读心神探,http://159.75.85.63:35455/yy/1382736875
读心神探,http://159.75.85.63:35455/yy/1382851589
二号交通站,http://159.75.85.63:35455/yy/1382851582
二号交通站,http://159.75.85.63:35455/yy/1382735582
法证先锋Ⅱ,http://159.75.85.63:35455/yy/1382851597
法证先锋Ⅲ,http://159.75.85.63:35455/yy/1382736802
放羊的星星,http://159.75.85.63:35455/yy/1355260662
粉红女郎,http://159.75.85.63:35455/yy/1354888671
福贵,http://159.75.85.63:35455/yy/1354926537
父母爱情,http://159.75.85.63:35455/yy/1354926650
公主嫁到,http://159.75.85.63:35455/yy/1382736915
宫心计,http://159.75.85.63:35455/yy/1354932429
宫心计,http://159.75.85.63:35455/yy/1382828769
宫心计-港剧-古装,http://159.75.85.63:35455/yy/1354933540
黑冰,http://159.75.85.63:35455/yy/1354932427
荒诞喜剧！钢的琴,http://159.75.85.63:35455/yy/1382736886
纪晓岚,http://159.75.85.63:35455/yy/1352227227
家族荣耀-精彩港剧,http://159.75.85.63:35455/yy/1382745103
降服魔女的手段-泰剧,http://159.75.85.63:35455/yy/1354932405
金婚,http://159.75.85.63:35455/yy/1382736832
军旅剧（回忆经典）,http://159.75.85.63:35455/yy/1356306672
康熙王朝,http://159.75.85.63:35455/yy/1382736818
康熙微服私访记,http://159.75.85.63:35455/yy/1352811698
抗战！,http://159.75.85.63:35455/yy/1507704566
空谷幽兰,http://159.75.85.63:35455/yy/1382745182
狂飙,http://159.75.85.63:35455/yy/1508778570
来自星星的你,http://159.75.85.63:35455/yy/1354930976
李三枪-抗战影视剧,http://159.75.85.63:35455/yy/1354936122
聊斋志异S1,http://159.75.85.63:35455/yy/1382736975
另类民兵葛二蛋,http://159.75.85.63:35455/yy/1382736895
萌萌爱追剧,http://159.75.85.63:35455/yy/1382745093
密子君,http://159.75.85.63:35455/yy/1382736717
男亲女爱-经典港剧,http://159.75.85.63:35455/yy/1382736715
牛大叔提干,http://159.75.85.63:35455/yy/1382851615
平凡岁月,http://159.75.85.63:35455/yy/1382745117
蒲松龄—经典港剧,http://159.75.85.63:35455/yy/1354889042
奇缘39262港台影院,http://159.75.85.63:35455/yy/1354889234
亲爱的热爱的,http://159.75.85.63:35455/yy/1354932433
情满四合院,http://159.75.85.63:35455/yy/1382851524
情满四合院,http://159.75.85.63:35455/yy/1382736848
情满四合院-高分电视剧,http://159.75.85.63:35455/yy/1382735541
去有风的地方,http://159.75.85.63:35455/yy/1382736874
缺宅男女-精彩港剧,http://159.75.85.63:35455/yy/1382745088
三国演义【1994】,http://159.75.85.63:35455/yy/1354930932
三国演义94年经典版,http://159.75.85.63:35455/yy/1354936241
少年包青天,http://159.75.85.63:35455/yy/1356043677
少年包青天1~3蓝光版,http://159.75.85.63:35455/yy/38498680
少年包青天三,http://159.75.85.63:35455/yy/61318527
上海滩,http://159.75.85.63:35455/yy/1382745184
神雕侠侣,http://159.75.85.63:35455/yy/1460913377
神探包青天,http://159.75.85.63:35455/yy/1457622044
十大经典港剧之《大时代》,http://159.75.85.63:35455/yy/1354930891
隋唐英雄传,http://159.75.85.63:35455/yy/1352475619
谈判专家,http://159.75.85.63:35455/yy/1382735560
特种兵归来4,http://159.75.85.63:35455/yy/1382736896
特种兵归来-国产电影,http://159.75.85.63:35455/yy/1382735581
特种兵系列,http://159.75.85.63:35455/yy/1508456184
天龙八部,http://159.75.85.63:35455/yy/1351814644
天龙八部（国语版）,http://159.75.85.63:35455/yy/1382736855
天龙神雕经典回忆,http://159.75.85.63:35455/yy/68260522
无敌县令,http://159.75.85.63:35455/yy/1354932390
无敌燕双鹰,http://159.75.85.63:35455/yy/1354825244
武林外传,http://159.75.85.63:35455/yy/1355652820
武林外传,http://159.75.85.63:35455/yy/1353852605
武林外传,http://159.75.85.63:35455/yy/1454629602
西游记后传,http://159.75.85.63:35455/yy/1382736846
西游记后传 蓝光,http://159.75.85.63:35455/yy/1353392400
西游记张卫健版,http://159.75.85.63:35455/yy/1354936155
小宝 天龙 神雕金庸,http://159.75.85.63:35455/yy/1356043609
小兵张嘎,http://159.75.85.63:35455/yy/1354930225
小公举,http://159.75.85.63:35455/yy/1382745124
小甜甜 闯关东,http://159.75.85.63:35455/yy/1382658790
笑傲江湖 4K超清,http://159.75.85.63:35455/yy/1354282410
笑傲江湖-电视剧,http://159.75.85.63:35455/yy/1354936128
心理追凶-港剧,http://159.75.85.63:35455/yy/1354936207
新白娘子传奇,http://159.75.85.63:35455/yy/1354490667
新三国,http://159.75.85.63:35455/yy/26744898
幸福满院,http://159.75.85.63:35455/yy/1382737886
雪豹,http://159.75.85.63:35455/yy/1509099650
雪豹2,http://159.75.85.63:35455/yy/28298966
雪中悍刀行,http://159.75.85.63:35455/yy/1382660835
燕双鹰专场,http://159.75.85.63:35455/yy/23026835
妖神记,http://159.75.85.63:35455/yy/1382745171
妖神记之黑狱篇,http://159.75.85.63:35455/yy/1382745173
耀舞长安-港剧,http://159.75.85.63:35455/yy/1382741640
野山鹰-影视剧,http://159.75.85.63:35455/yy/1354932395
倚天屠龙记,http://159.75.85.63:35455/yy/1356043643
雍正王朝,http://159.75.85.63:35455/yy/23206872
勇敢的心,http://159.75.85.63:35455/yy/1354744544
再向虎山行,http://159.75.85.63:35455/yy/1355823667
真心想让你幸福,http://159.75.85.63:35455/yy/1382736876
忠烈杨家将,http://159.75.85.63:35455/yy/1382749909
知否知否应是绿肥红瘦,http://159.75.85.63:35455/yy/21881901
金装四大才子,http://159.75.85.63:35455/yy/1354926600
yy动漫,#genre#
yy动漫-斗罗斗破,http://159.75.85.63:35455/yy/1353098382
yy动漫-斗罗斗破超清全屏,http://159.75.85.63:35455/yy/28796627
yy动漫-正在直播,http://159.75.85.63:35455/yy/1350984033
yy动漫-,http://159.75.85.63:35455/yy/26664495
yy动漫-,http://159.75.85.63:35455/yy/23993334
yy动漫-,http://159.75.85.63:35455/yy/1382788679
yy动漫-奥斯卡正在直播,http://159.75.85.63:35455/yy/1382626335
yy动漫-灌篮高手,http://159.75.85.63:35455/yy/1382735626
yy动漫-经典动漫,http://159.75.85.63:35455/yy/22777075
yy动漫-经典动漫,http://159.75.85.63:35455/yy/24180320
yy动漫-精彩动漫斗罗斗破,http://159.75.85.63:35455/yy/76101626
yy动漫-萌鸡小队S1-国漫,http://159.75.85.63:35455/yy/1382736904
yy动漫-双月之城-国漫,http://159.75.85.63:35455/yy/1382736907
经典影视,#genre#
熱血抗日电影,https://epg.pw/stream/7202c0e22bcf2aa763724e63eed54b520dfd6d8aa7cd4f9cbf3f49df0ff8a0f4.ctv
【周星驰】星爷 喜剧,https://epg.pw/stream/aec780615d18732307adc2c03f309ef3c200d5a51093a7c5ec89591a25a44388.ctv
【經典港片】佟瑤,https://epg.pw/stream/3e1563d9aa2d4d507ffe812571e2518d4ed50f25eb42a5173366278ceaf3c864.ctv
【电影】頂級動作电影,https://epg.pw/stream/44225e357940f3899a11a50e79ced2a762cd88c9b52effb7ebbb69ce33d19b62.ctv
竹內亮導演,https://epg.pw/stream/ea992d5ff6272f0b607156de6e2c1306eeb4ae2e236ae7b3c9e5b4f8f4023ba1.ctv
张国荣与周润发的兄弟情,https://epg.pw/stream/49f967f5fe115a54fec3a845723eebd8ba1bdb0e09f139829e57c7bfe7015562.ctv
胸弟荐丶妈妈,https://epg.pw/stream/b0a9522f38da420b0df87729af530da7dda528f84f9d20318d189c49dfdb2726.ctv
星光影院,http://php.jdshipin.com:8880/bst.php?id=xgyy8m/8000000
仙灵儿,https://epg.pw/stream/08f2dd11c9120e268c0764ad7fadf67469a7405b3d2688911555f96508013bc1.ctv
晚风吹过灬,https://epg.pw/stream/bd8a707f9d8a12eee430486c434973386b00243443d1d530cf857645800bf344.ctv
外国战争大片,https://epg.pw/stream/71a484c7f704c9409b0925c5b8c45d9a1824f74fa0f102cda81625f0ded3bb85.ctv
天道-9.2高分好剧,https://epg.pw/stream/847e678defe93981533bce51b3cf30ed8478d1d60a25673b4e06934b0722891f.ctv
特辑电影,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=cd4f49458f1f0cbe714b3b73692439da&token=cpn-androidmpro-0-3637778-8c089871434b9344c87ba450b11b9df931a5dfe2705d9da7&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play
特别攻击队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/c69eed95a2cd4752850bcac109151e37/850.m3u8
淘剧场,https://epg.pw/stream/048d8fe525fd37fed2c701d3297a3a03e5612d2fc444f2df0e0c42fde251a6e7.ctv
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
